Entrez Gene IDA	Symbol A	Entrez Gene IDB	Symbol B	pmid/DOI
9659	PDE4DIP	170954	PPP1R18	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	253461	ZBTB38	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	285093	RTP5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	390535	GOLGA8EP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	401508	FAM74A4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9659	PDE4DIP	440321	FLJ32679	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9666	DZIP3	9743	ARHGAP32	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9666	DZIP3	11100	HNRNPUL1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9666	DZIP3	54819	ZCCHC10	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9666	DZIP3	80254	CEP63	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9666	DZIP3	83759	RBM4B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9666	DZIP3	91661	ZNF765	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9666	DZIP3	730394	GTF2H2C_2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9670	IPO13	80714	PBX4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9672	SDC3	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9674	KIAA0040	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9694	EMC2	10328	EMC8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9694	EMC2	22806	IKZF3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9694	EMC2	51016	EMC9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9694	EMC2	80125	CCDC33	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9702	CEP57	10928	RALBP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9702	CEP57	24144	TFIP11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9702	CEP57	79571	GCC1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9702	CEP57	80254	CEP63	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9702	CEP57	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9702	CEP57	266740	MAGEA2B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9718	ECE2	163183	SYNE4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9721	GPRIN2	10134	BCAP31	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9721	GPRIN2	85287	KRTAP4-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9721	GPRIN2	140735	DYNLL2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9721	GPRIN2	353332	KRTAP12-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9721	GPRIN2	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9722	NOS1AP	286499	FAM133A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9724	UTP14C	29911	HOOK2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9724	UTP14C	56159	TEX11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9724	UTP14C	57159	TRIM54	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9724	UTP14C	84445	LZTS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9724	UTP14C	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9724	UTP14C	144165	PRICKLE1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9724	UTP14C	284001	CCDC57	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9726	ZNF646	56946	C11orf30	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9728	SECISBP2L	140735	DYNLL2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9729	KIAA0408	10174	SORBS3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9743	ARHGAP32	10152	ABI2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9743	ARHGAP32	84445	LZTS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9747	FAM115A	10127	ZNF263	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9747	FAM115A	10253	SPRY2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9747	FAM115A	10262	SF3B4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9747	FAM115A	22806	IKZF3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9747	FAM115A	24144	TFIP11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9753	ZSCAN12	9753	ZSCAN12	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9753	ZSCAN12	11043	MID2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9753	ZSCAN12	23281	MTUS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9753	ZSCAN12	24144	TFIP11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9753	ZSCAN12	25888	ZNF473	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9753	ZSCAN12	54925	ZSCAN32	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9753	ZSCAN12	55888	ZKSCAN7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9753	ZSCAN12	80321	CEP70	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9753	ZSCAN12	84838	ZNF496	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9753	ZSCAN12	117178	SSX2IP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9753	ZSCAN12	386677	KRTAP10-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9759	HDAC4	23281	MTUS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9759	HDAC4	23641	LDOC1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9759	HDAC4	30008	EFEMP2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9759	HDAC4	57763	ANKRA2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9759	HDAC4	60561	RINT1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9759	HDAC4	64753	CCDC136	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9759	HDAC4	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9766	KIAA0247	54507	ADAMTSL4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9766	KIAA0247	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9770	RASSF2	83593	RASSF5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9775	EIF4A3	27250	PDCD4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9775	EIF4A3	55536	CDCA7L	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9779	TBC1D5	11345	GABARAPL2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9779	TBC1D5	23710	GABARAPL1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9779	TBC1D5	51699	VPS29	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9779	TBC1D5	84285	EIF1AD	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9782	MATR3	9782	MATR3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9782	MATR3	51655	RASD1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9787	DLGAP5	23281	MTUS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9798	IST1	23473	CAPN7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9798	IST1	29979	UBQLN1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	9802	DAZAP2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	10133	OPTN	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	10241	CALCOCO2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	10254	STAM2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	10422	UBAC1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	10865	ARID5A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	11030	RBPMS	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	11129	CLASRP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	23126	POGZ	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	23201	FAM168A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	23327	NEDD4L	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	23543	RBFOX2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	27246	RNF115	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	27342	RABGEF1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	29924	EPN1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	51619	UBE2D4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	53347	UBASH3A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	54165	DCUN1D1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	54472	TOLLIP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	55041	PLEKHB2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	55048	VPS37C	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	64744	SMAP2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	79931	TNIP3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	80778	ZNF34	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	84528	RHOXF2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	84959	UBASH3B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	84970	C1orf94	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	90268	OTULIN	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	122183	PRR20A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	130617	ZFAND2B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	200523	TEX37	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	337879	KRTAP8-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	337972	KRTAP19-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	391104	VHLL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9802	DAZAP2	727800	RNF208	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9805	SCRN1	64689	GORASP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9810	RNF40	9810	RNF40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9810	RNF40	51421	AMOTL2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9810	RNF40	57639	CCDC146	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9810	RNF40	119392	SFR1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9814	SFI1	9814	SFI1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9814	SFI1	10459	MAD2L2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9814	SFI1	29950	SERTAD1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9814	SFI1	90060	CCDC120	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9814	SFI1	284001	CCDC57	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9814	SFI1	348487	FAM131C	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9817	KEAP1	10072	DPP3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9817	KEAP1	11163	NUDT4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9817	KEAP1	23005	MAPKBP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9817	KEAP1	26249	KLHL3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9817	KEAP1	27258	LSM3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9817	KEAP1	54925	ZSCAN32	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9817	KEAP1	55074	OXR1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9817	KEAP1	57820	CCNB1IP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9817	KEAP1	84292	WDR83	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9817	KEAP1	150864	FAM117B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9818	NUPL1	23636	NUP62	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9818	NUPL1	29979	UBQLN1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9818	NUPL1	51225	ABI3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9818	NUPL1	53371	NUP54	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9825	SPATA2	84445	LZTS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9827	RGP1	285622	NBPF22P	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9832	JAKMIP2	9832	JAKMIP2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9832	JAKMIP2	23332	CLASP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9832	JAKMIP2	26121	PRPF31	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9832	JAKMIP2	64147	KIF9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9832	JAKMIP2	65003	MRPL11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9832	JAKMIP2	79745	CLIP4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9832	JAKMIP2	80258	EFHC2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	11043	MID2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	23099	ZBTB43	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	23126	POGZ	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	23582	CCNDBP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	23641	LDOC1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	28999	KLF15	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	53335	BCL11A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	79618	HMBOX1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	79959	CEP76	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	80321	CEP70	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	80705	TSGA10	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	81628	TSC22D4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	85291	KRTAP4-2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	90933	TRIM41	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	117178	SSX2IP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	386675	KRTAP10-7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	386676	KRTAP10-9	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	386677	KRTAP10-1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	386680	KRTAP10-5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9841	ZBTB24	653121	ZBTB8A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9844	ELMO1	57159	TRIM54	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9844	ELMO1	57541	ZNF398	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9851	KIAA0753	54967	CT55	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9851	KIAA0753	79571	GCC1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9851	KIAA0753	83878	USHBP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9851	KIAA0753	84140	FAM161A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9851	KIAA0753	163071	ZNF114	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9852	EPM2AIP1	9852	EPM2AIP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9852	EPM2AIP1	56952	PRTFDC1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9852	EPM2AIP1	57159	TRIM54	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9852	EPM2AIP1	57820	CCNB1IP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9852	EPM2AIP1	79078	C1orf50	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9852	EPM2AIP1	79869	CPSF7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9852	EPM2AIP1	284252	KCTD1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9861	PSMD6	29979	UBQLN1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9871	SEC24D	10262	SF3B4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9871	SEC24D	10483	SEC23B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9873	FCHSD2	23281	MTUS2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9873	FCHSD2	55324	ABCF3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9873	FCHSD2	171483	FAM9B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9874	TLK1	9874	TLK1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9874	TLK1	51213	LUZP4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9878	TOX4	54971	BANP	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9878	TOX4	58498	MYL7	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9878	TOX4	64778	FNDC3B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9878	TOX4	79833	GEMIN6	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9878	TOX4	116225	ZMYND19	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9883	POM121	10551	AGR2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9883	POM121	11030	RBPMS	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9883	POM121	22976	PAXIP1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9883	POM121	56159	TEX11	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9883	POM121	79959	CEP76	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9889	ZBED4	9889	ZBED4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9899	SV2B	86614	HSFY1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	9911	TMCC2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	10524	KAT5	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	23181	DIP2A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	26121	PRPF31	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	51352	WT1-AS	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	51421	AMOTL2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	51545	ZNF581	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	55138	FAM90A1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	58500	ZNF250	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	80125	CCDC33	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	84140	FAM161A	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	84528	RHOXF2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	84661	DPY30	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	84914	ZNF587	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	85302	FBF1	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	147687	ZNF417	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	154313	C6orf165	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	154865	IQUB	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9911	TMCC2	401508	FAM74A4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9925	ZBTB5	23075	SWAP70	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9925	ZBTB5	51043	ZBTB7B	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9929	JOSD1	11043	MID2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9929	JOSD1	83899	KRTAP9-2	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9929	JOSD1	125115	KRT40	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9929	JOSD1	386672	KRTAP10-4	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9929	JOSD1	386681	KRTAP10-8	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9929	JOSD1	386682	KRTAP10-3	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
9929	JOSD1	388677	NOTCH2NL	interactome paper: http://dx.doi.org/10.1016/j.cell.2014.10.050
