HGNC symbol	Chromosome Name	Gene Start (bp)	Gene End (bp)
TBCA	5	77691166	77868780
USP9YP36	Y	25579790	25588444
SLFN12	17	35411060	35433283
STARD4	5	111496033	111512590
LINC01254	18	10405133	10414515
OR11H13P	14	19180291	19181269
SH3BP5-AS1	3	15254184	15264493
ALKBH1	14	77672404	77708020
LY6G6C	CHR_HSCHR6_MHC_COX_CTG1	31706055	31709252
VN1R38P	7	64180006	64180892
SUMO2P4	5	69068925	69069200
PRKAB1	12	119667753	119681630
RPLP0P7	2	156777706	156778372
OR10AA1P	1	158808399	158809335
DPH3P1	20	62845664	62845912
XRCC6P5	X	99719364	99721158
SYT9	11	7238778	7469042
ALG10B	12	38316578	38329728
HIST2H2BD	1	149843041	149843533
USP8P1	CHR_HSCHR6_MHC_DBB_CTG1	31267736	31270908
NOLC1	10	102152176	102163871
SLC7A14	3	170459584	170586074
BIVM-ERCC5	13	102807354	102872398
CARD10	22	37490362	37519542
LTB	CHR_HSCHR6_MHC_COX_CTG1	31567961	31569928
PKMP3	6	85659892	85660606
TYW1	7	66995173	67239519
CD3G	11	118344344	118355161
SLC22A2	6	160171061	160277638
NME3	16	1770286	1771730
MATN1	1	30711277	30723587
UBE2K	4	39698044	39782792
PLCD3	17	45108967	45133354
USP17L13	4	9224896	9226847
SEMA4D	9	89360787	89498130
CNN2P11	2	94725674	94725935
MED4-AS1	13	48077137	48079991
LINC00397	13	87801036	87803808
LINC00637	14	103847721	103858049
RPL32P1	CHR_HSCHR6_MHC_QBL_CTG1	33008496	33008905
MRPS17P5	6	127909833	127910052
GCA	2	162318840	162371595
HCK	20	32052188	32101856
XPO6	16	28097979	28211920
NSA2	5	74766991	74780113
SPATA3	2	230996121	231025055
DYNLL1P3	1	18513118	18513383
TP53TG3	16	32673528	32676732
CTDNEP1	17	7243591	7252491
TMIGD2	19	4292232	4302431
THEMIS	6	127708072	127918631
OR11A1	CHR_HSCHR6_MHC_COX_CTG1	29422072	29453643
R3HDM2P1	4	133124104	133126063
WFIKKN2	17	50834650	50842348
EIF5AP2	17	78157403	78159135
RPL3P2	CHR_HSCHR6_MHC_DBB_CTG1	31272464	31273666
CPEB1	CHR_HSCHR15_5_CTG8	82622289	82720771
SLC4A11	20	3227417	3239190
PPP1R2	3	195514425	195543386
EXOSC2	9	130693721	130704894
RPS15AP34	16	63350763	63351149
PPP1R2P2	21	35887195	35887807
DCLK1	13	35768652	36131306
TET1P1	13	87890172	87892472
C11orf98	11	62662816	62665217
PCED1CP	2	212832161	212832945
RPL6P29	X	98251679	98252543
CNN2P8	2	94737337	94738249
LINC01584	15	86083345	86116717
AMIGO3	3	49716834	49719695
NEK4P1	CHR_HSCHR21_8_CTG1_1	17210469	17211347
TP53INP1	8	94925972	94949411
PCDH11X	X	91779261	92623230
UBR1	15	42942897	43106113
OR2T7	1	248441207	248442133
C4B-AS1	CHR_HSCHR6_MHC_MANN_CTG1	31973822	31981098
CD81	11	2376177	2397419
PYCRL	CHR_HSCHR8_3_CTG7	143603913	143609773
DLEU1-AS1	13	50520933	50527449
HLA-DPA1	CHR_HSCHR6_MHC_QBL_CTG1	32993608	33009820
RPL18P10	13	50099331	50099868
RPL7P59	7	145039999	145040941
HOXA1	7	27092993	27095996
SLC45A2	CHR_HSCHR5_6_CTG1	33946602	33956490
GOLGA2P4	22	42784462	42787100
IFFO2	1	18904281	18956686
PAGE2B	X	55075063	55078909
BMI1	10	22321211	22331484
C4orf17	4	99511004	99542303
OR2T2	1	248452798	248453772
DHX8	17	43483865	43544463
TUBB4BP4	11	91949731	91950034
IL20	1	206865354	206869223
CCNB1IP1P2	20	45567990	45568807
ABHD14A	3	51971426	51981199
MEMO1	2	31865060	32011230
CARS	CHR_HSCHR11_1_CTG7	2999797	3056458
HIST1H4F	6	26240426	26240737
OR2J3	CHR_HSCHR6_MHC_DBB_CTG1	29111900	29112835
MITF	3	69739435	69968337
MYO16	13	108596152	109208007
LGMN	14	92703807	92748702
GAP43	3	115623324	115721490
HNRNPCP1	14	58521223	58521988
ZFRP1	X	62878811	62884842
ARHGAP22-IT1	10	48510525	48511589
LINC00562	13	47930153	47932622
OR12D2	CHR_HSCHR6_MHC_COX_CTG1	29393135	29394203
GNAT2	1	109603267	109619929
IGHV3-50	CHR_HSCHR14_3_CTG1	106590798	106591236
HCG23	CHR_HSCHR6_MHC_APD_CTG1	32457148	32460324
TTC9B	19	40216058	40218399
TPTE2P5	13	40822296	40921749
CDC42P1	20	34402149	34402696
OPN1SW	7	128772491	128775790
CICP16	4	118635970	118638782
GPRC5B	16	19856691	19886167
LINC00309	2	64185078	64205485
MTND6P2	5	8618581	8619104
PIN1	19	9835257	9849682
H2AFY	5	135333900	135399914
HYOU1	11	119044189	119057202
FDX1P1	20	34475924	34476474
DDB1	11	61299451	61342596
SEPT14P4	4	118640673	118640858
NDUFAF4P4	1	174849667	174850168
ZFAND6P1	9	35449748	35450352
KRR1P1	13	20070250	20072136
MRPL57P8	14	35219023	35219283
VTI1BP4	9	128650998	128652145
SETP22	5	97056402	97057358
ITM2C	2	230864639	230879248
ATAD3C	1	1449689	1470158
RAG2	11	36575574	36598279
OR10V3P	11	59741325	59742049
KLHDC2	14	49767608	49786385
GUCD1	22	24540423	24555935
HIST2H4B	1	149854045	149861210
ATP8B5P	9	35406755	35483035
PROP1	CHR_HSCHR5_3_CTG5	177992545	177996421
SUMO1P2	1	168898136	168898439
OR12D2	CHR_HSCHR6_MHC_MANN_CTG1	29396107	29397175
RPL7AP11	3	121494110	121494908
CYP4Z2P	1	46843095	46900437
DSPP	4	87608529	87616910
CHMP7	8	23243637	23262000
FABP5P7	11	59781318	59781722
GJB4	1	34759741	34763724
TIMM17B	X	48893447	48898143
SPIRE1	18	12446512	12658134
RDH13	19	55039108	55071291
OR4T1P	14	20093353	20094263
HLA-DRA	CHR_HSCHR6_MHC_MCF_CTG1	32515215	32520425
OR11A1	CHR_HSCHR6_MHC_MANN_CTG1	29425047	29456602
FAM175A	4	83459517	83523348
SH3GL1P3	17	68134675	68135604
MRPS34	16	1771890	1773155
ITCH-IT1	20	34450930	34454552
HMGB1P44	4	77963940	77964511
SLC25A14	X	130339888	130373361
TPSP2	16	1286351	1288837
SLC9B1P3	10	38640971	38689068
ZIC4	3	147386046	147406860
TPMT	6	18128311	18155074
PLCD1	3	38007496	38029762
CYP2R1	11	14877440	14892252
PRKCSH	19	11435288	11450968
PGM5P3-AS1	9	72674	88826
TYMS	18	657604	673578
PINLYP	19	43576800	43583964
OR4C10P	11	48432217	48433147
PHKA2-AS1	X	18890296	18894497
LCN9	9	135663322	135666422
TXNDC15	5	134873803	134901525
HCG17	CHR_HSCHR6_MHC_DBB_CTG1	30224316	30316381
H3F3C	12	31791185	31792241
IL37	2	112912971	112918882
ITCH-AS1	20	34441592	34442025
KRT8P33	5	123400922	123402344
C10orf99	10	84173738	84185294
STOML2	9	35099776	35103195
LGR5	12	71439770	71586310
MSR1	8	16107878	16567490
ACSS1	20	25006230	25058980
TMEM41A	3	185476496	185499057
HERC2P11	15	28575019	28579400
PHKA2	X	18892300	18984598
SCN3B	11	123629187	123655244
FANCC	9	95099054	95317709
MICA	CHR_HSCHR6_MHC_SSTO_CTG1	31393526	31409981
SLC35B2	6	44254096	44257890
STAG3L2	7	74882163	74890610
PPP2R1B	11	111726908	111766427
TTTY1	Y	9753156	9774289
OR10V2P	11	59748811	59749574
AGL	1	99850084	99924023
OR10Y1P	11	59728519	59729492
OR10V1	11	59712823	59713864
PTGDR	14	52267713	52276724
OR5M11	11	56542340	56543257
RHOT2	16	668086	674174
DNAJA1P6	22	17518676	17519029
HAUS8	19	17049729	17075625
ITSN2	2	24202864	24360714
PASD1	X	151563622	151676739
UBIAD1	1	11273206	11296049
DTX2P1-UPK3BP1-PMS2P11	7	76980949	77043775
PAXBP1-AS1	21	32728115	32743122
COL4A3BP	5	75368486	75512138
DIEXF	1	209828007	209857565
LRRC37A16P	17	68125777	68152468
DHCR7	11	71428193	71452868
RNPS1	16	2253116	2268412
AIF1	CHR_HSCHR6_MHC_QBL_CTG1	31605413	31607250
MATN1-AS1	1	30718504	30726827
MS4A4A	11	60280541	60308972
DUS2	16	67987746	68079320
MTRNR2L4	16	3370979	3372740
LINC01202	5	161910252	162001196
WASF5P	CHR_HSCHR6_MHC_DBB_CTG1	31279657	31281111
SAP130	2	127941217	128028120
RCBTB2P1	10	88785600	88787061
B3GNTL1P2	6	47368943	47369230
ZNF14	19	19710471	19733097
LRP1-AS	12	57144620	57147619
CNN2P12	13	18726706	18727414
PRR29	17	63998351	64004304
RPL23AP70	14	35144021	35144480
STIP1P3	X	86084716	86086339
EXO5	1	40508741	40516556
HIST2H2AA3	1	149842188	149842736
DIS3	13	72752169	72782096
OR4K17	14	20117407	20118438
WHSC1	4	1871424	1982207
RPL18AP2	21	46420553	46421034
BRD9P1	11	66389609	66390168
NAB2	12	57088894	57095476
MT1H	16	56669814	56671129
SON	21	33542618	33577481
ZNF813	19	53467735	53496255
SNRPEP10	1	223644110	223644383
BLK	8	11494001	11564604
CLEC9A	12	10030677	10066027
HNRNPA1P56	4	77987860	77988813
UBE2V2P4	1	36241898	36242156
ZDHHC11	5	795606	850986
CBX3P1	11	27806443	27806996
RNF5	CHR_HSCHR6_MHC_SSTO_CTG1	32186026	32188465
USP17L14P	4	9229641	9231233
LOXL1	15	73925989	73952137
NCF1B	7	73220624	73235945
PSMC1P1	3	68635705	68637024
SPINK6	5	148202794	148215137
PHF12	17	28905250	28951771
PCNT	21	46324122	46445769
GPANK1	CHR_HSCHR6_MHC_DBB_CTG1	31643407	31648462
LILRA1	CHR_HSCHR19LRC_COX1_CTG3_1	54505902	54534404
PFN1P9	1	119853316	119853748
EEF1A1P15	X	98389512	98390919
HIST1H2BL	6	27807444	27807931
WDYHV1	8	123416725	123467230
OR4C9P	11	48464053	48464977
ITCH	20	34363235	34511393
DUX4L11	10	133746641	133747907
GNB2L1	5	181236909	181248096
SCGB2A1	11	62208668	62213939
ALG1L12P	8	12421032	12425000
AS3MT	10	102869516	102901899
RPN2	20	37178410	37241623
LINC00678	11	27617626	27634627
BANF1P4	1	174756850	174757119
MRPS33P2	4	38006784	38007105
DUX4L12	10	133749950	133751216
ARHGAP22	10	48446034	48656265
HIST2H3A	1	149852619	149854274
LINC00857	10	80207710	80219657
FLYWCH1P1	3	180827977	180829850
DUX4L13	10	133753250	133754516
PDE9A	21	42653636	42775509
HOTAIRM1	7	27095647	27100265
KIR2DL1	CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1	54738532	54812888
MRPS18B	CHR_HSCHR6_MHC_MCF_CTG1	30696164	30704850
RBM44	2	237798389	237842808
NACC1	19	13118103	13141141
CLECL1	12	9715860	9733299
PBRM1	3	52545352	52685917
LRRC20	10	70298970	70382650
PLA2G2A	1	19975431	19980416
POLQ	3	121431427	121546641
NECAB1	8	90791550	90959408
WDR7-OT1	18	57027832	57038845
USP3	15	63504511	63594640
FAM120AOS	9	93446494	93453592
PREPL	2	44316281	44361862
SHISA2	13	26044597	26051031
RPS12P2	10	80215851	80216119
TMEM87B	2	112055223	112119318
BDNF-AS	11	27506838	27698174
MINPP1	10	87504875	87553460
CECR2	22	17359949	17558149
KRT18P1	CHR_HSCHR6_MHC_COX_CTG1	28965658	28966988
IPO8	12	30628988	30695986
HIST2H2AC	1	149886975	149887364
NIFK-AS1	2	121649650	121728481
KCNRG	13	50015254	50020922
CLPTM1	19	44954585	44993341
TFF2	21	42346357	42351128
ACE3P	17	63507056	63519806
ATAT1	CHR_HSCHR6_MHC_COX_CTG1	30616685	30636664
TMX2P1	9	37885683	37886390
DDX47	12	12813316	12829981
LYPLA1P1	7	123230120	123230741
AKR1C2	10	4922564	5135226
PRCP	11	82823502	82970584
TBC1D2B	15	77984036	78077724
OR6S1	14	20640696	20641691
SUMF2	7	56064002	56080670
CHI3L2	1	111200771	111243440
STX6	1	180972712	181023121
DPRXP2	6	35989515	35990436
DUX4L14	10	133756559	133757825
MBNL3	X	132369317	132489968
BBX	3	107522936	107811324
GOLGA2	9	128255829	128275995
GTF2IRD1P1	7	66809993	66844826
MRM1	CHR_HSCHR17_7_CTG4	36602534	36609940
TRIP11	14	91965991	92040896
RTP5	2	241869600	241873823
RQCD1	2	218568580	218597080
MGAT2	14	49620795	49623481
LDHBP2	X	76334841	76335845
BTNL2	CHR_HSCHR6_MHC_APD_CTG1	32460601	32473766
CFB	CHR_HSCHR6_MHC_MANN_CTG1	31985034	31990148
TRAPPC3L	6	116494989	116545610
SIRPD	20	1534251	1558843
LCORL	4	17841199	18021876
RTEL1	20	63657810	63696253
DAZAP2P1	2	202201384	202201886
NDUFAF5	20	13784950	13821582
ENGASE	17	79074939	79088599
ABI3BP	3	100749156	100993515
PPP1R14A	19	38251237	38256591
CNFN	19	42387019	42390287
SCGB1D2	11	62242210	62244808
LINC00924	15	95433095	95507847
MEP1A	6	46793390	46839782
ACADSB	10	123008979	123058311
MIA-RAB4B	19	40771648	40786685
MTATP6P11	9	5099560	5100229
CDC37	19	10391134	10420121
LCTL	15	66547179	66565979
SLC20A1P3	15	19967414	19968352
LINC01567	16	24661422	24671062
ZNF568	19	36916329	36998700
SRGNP1	13	78285838	78286288
PDLIM1P1	14	50050368	50051336
SNX25	4	185204237	185370185
NCAM1-AS1	11	113269532	113273901
RPS7P7	4	42471810	42472380
MIER2	19	301444	344807
COPE	19	18899514	18919397
PRAMEF9	1	13172455	13179464
IGKV3D-34	2	89906757	89907246
LINC01183	5	127703390	127941634
STAC3	12	57243453	57251193
LINC01589	22	45604432	45605621
USP9YP33	Y	25590323	25592345
RRP1	21	43789513	43805293
NRG1-IT3	8	32440746	32442725
LINC01588	14	49927571	50092643
SSTR4	20	23035386	23036812
FAM47C	X	37008397	37011666
OR5M10	11	56576774	56577721
DFNB31	9	114402080	114505450
MED22	9	133338323	133348131
FBXO6	1	11664124	11674354
KRT16P4	17	18450244	18475920
IGSF22	11	18704305	18726230
UBE2V2P3	1	11278616	11279351
HNRNPA1P4	8	82291624	82292379
SNRPGP19	11	65514403	65514923
MTHFD2P4	4	162322188	162323907
OR5M13P	11	56597426	56598362
FBXO10	9	37510892	37576349
MRPL21	11	68891276	68903835
SNRPGP16	11	92937441	92937666
HERPUD2	7	35632659	35695571
AP1B1P2	22	32134028	32134133
SCN4B	11	118133377	118152888
MAGEE1	X	76427724	76431353
IGLV5-37	CHR_HSCHR22_1_CTG3	22436625	22437120
IRAK2	3	10164865	10243743
LINC01354	1	234527891	234531779
PINX1	8	10764963	10839884
ZNF99	19	22752183	22784107
SYT14	1	209938174	210171315
USP46	4	52590972	52659335
CACNG6	19	53992288	54012669
IGHV3-65	CHR_HSCHR14_3_CTG1	106690773	106691213
HS1BP3-IT1	2	20590775	20592548
CEACAMP9	19	43096456	43097360
RPL9P25	15	66379337	66379915
PHBP10	X	104647216	104647999
RPS2P25	5	85762559	85763138
IGHV4-55	CHR_HSCHR14_3_CTG1	106630782	106631232
IGLV1-36	CHR_HSCHR22_1_CTG3	22413356	22441552
PTP4A1P4	5	86087526	86087847
TRIM49D1	11	89911111	89921767
OR13K1P	X	131562738	131563834
IFNLR1	1	24154157	24187959
HS1BP3	2	20560448	20651089
KRT222	17	40654665	40665181
MED4	13	48053323	48095131
KIR2DS4	CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1	54832694	54847510
OR2H1	CHR_HSCHR6_MHC_DBB_CTG1	29457111	29464258
PPBPP1	4	73847866	73848829
MTND4LP18	11	81552226	81552516
CXCL6	4	73836497	73849064
METTL4	18	2537525	2571509
SMIM23	5	171785872	171794598
PYDC1	16	31215962	31217359
RPL13P	CHR_HSCHR6_MHC_MANN_CTG1	28861381	28862012
ASPN	9	92456205	92482506
TRIM73	7	75395063	75410996
CDC16	13	114234887	114272723
ATIC	2	215311817	215349773
ZMYND19P1	14	77696591	77697377
DCT	13	94436808	94479682
PCDH11Y	Y	5000226	5742224
UBD	CHR_HSCHR6_MHC_MCF_CTG1	29555423	29559736
TNPO1P2	17	18460391	18463055
GARSP1	17	55550931	55551649
AGPAT1	CHR_HSCHR6_MHC_MANN_CTG1	32207600	32217484
RAB4B-EGLN2	19	40778242	40808198
MUC21	CHR_HSCHR6_MHC_DBB_CTG1	30974428	30980608
IL24	1	206897443	206904139
HLA-DMA	CHR_HSCHR6_MHC_DBB_CTG1	32926550	32931062
GLRA3	4	174636914	174829314
KIR2DS4	CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	54819083	54833565
VSTM2A-OT1	7	54556970	54571726
TEX13A	X	105218929	105220674
CBX3P6	2	154940541	154941067
SEC63P2	4	35487812	35489750
KRTAP12-3	21	44646657	44658341
TRDN	6	123216339	123637093
CCND2-AS1	12	4248765	4276184
OTUD7A	15	31475398	31870789
TIPIN	15	66336206	66386746
CCND2-AS2	12	4252735	4275065
TRDD1	14	22438547	22438554
TRAJ13	14	22531076	22531138
HBZ	16	152687	154503
KRTAP10-10	21	44637356	44638455
CCDC112	5	115267188	115296831
CYP4F60P	9	42950566	42951630
TRAV37	14	22265749	22266264
ABCG2	4	88090264	88231322
KRTAP10-8	21	44612079	44612954
PCK1	20	57561080	57568112
TRAJ39	14	22501601	22501663
TSPEAR-AS1	21	44506807	44516575
FAM47DP	X	37541077	37545262
MRPS33	7	141002610	141015228
TRIM54	2	27282392	27307439
MAPRE3	2	26970612	27027196
IGHVII-51-2	CHR_HSCHR14_3_CTG1	106609399	106609657
TP63	3	189631416	189897279
MRPL57P6	5	163039291	163039599
IGHV3-62	CHR_HSCHR14_3_CTG1	106667823	106668266
HSPE1P2	14	63601509	63601814
TRAJ47	14	22492851	22492907
CHST15	10	124007666	124093607
ASTN2	9	116425225	117415070
FTH1P27	X	37505310	37505860
IGHV5-51	CHR_HSCHR14_3_CTG1	106603423	106603917
RPS15AP5	10	121713607	121713994
TRAJ2	14	22544071	22544136
POLR2LP	CHR_HSCHR6_MHC_MANN_CTG1	31185651	31185837
USP48	1	21678298	21783606
KRTAP10-2	21	44550357	44551505
SNHG9	16	1964959	1965509
IGKV3D-7	2	90234812	90235370
TMCO4	1	19682213	19799945
KIAA0355	19	34254537	34355586
TNFRSF1A	12	6328757	6342114
EEF1E1	6	8073360	8102578
GMPPB	3	49716844	49723951
XAGE1A	X	52495676	52500812
EPHA2	1	16124337	16156087
PAGE2	X	55089008	55092842
STAP2	19	4324043	4342786
CDYL2	16	80597906	80804329
LILRP1	CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	54698377	54700905
MRPS2	9	135499984	135504673
OR2T3	1	248473351	248474307
CHIA	1	111290862	111320566
PCNP	3	101574095	101594437
GJB1	X	71215194	71225516
SCGB3A2	5	147870682	147882191
ASS1P9	5	53859166	53860401
IL17RB	3	53846580	53865800
HTATSF1P2	6	3023142	3023772
NUTF2P7	X	71016531	71016905
PLIN2	9	19108375	19149290
APOL4	22	36189124	36204840
SPDYE8P	7	73020338	73029766
UQCC2	6	33694293	33711727
ST13P2	2	187825341	187826449
IL11RA	9	34650702	34661892
DPPA3P2	14	36371165	36372383
ZCCHC6	9	86287733	86354454
LDLRAD4	18	13217498	13652755
ACY1	3	51983340	51989197
HCG4P7	CHR_HSCHR6_MHC_COX_CTG1	29878828	29879794
TTC33	5	40714475	40755975
NUP35	2	183117513	183161680
TRIM72	16	31214021	31231537
ANGPTL7	1	11189341	11195981
RECQL5	17	75626845	75667189
ABTB2	11	34150988	34358008
OR5M1	11	56612555	56613502
PTK7	6	43076268	43161719
EWSR1	22	29268009	29300525
MGRN1	16	4616493	4690974
ARX	X	25003694	25015948
C17orf75	17	32324565	32350023
SLC23A2	20	4852356	5010293
A2ML1-AS2	12	8819816	8820713
REXO1L8P	8	85642777	85646325
FTH1P19	X	37492021	37492548
ZKSCAN2	16	25236001	25257931
MTND6P25	11	81555910	81556425
ACTBP12	1	92229018	92229435
KCNA5	12	5043989	5046788
TMEM245	9	109015152	109119945
CD82	11	44564427	44620363
GSTM5P1	3	12257801	12258460
JUND	19	18279760	18281622
TRIM31-AS1	CHR_HSCHR6_MHC_COX_CTG1	30095152	30104642
HIST1H2AI	6	27808199	27808701
SRRM2	16	2752329	2772538
EIF1P6	19	4347780	4349061
FABP6	5	160187367	160238735
RUFY4	2	218034960	218090581
MYOCD	17	12665890	12768949
WDR89	14	63597039	63641861
SPI1	11	47354860	47378576
ABL1	9	130713946	130887675
INSM1	20	20368121	20370949
C1orf146	1	92217940	92245813
OR5AM1P	11	56619779	56620810
PPP2R3C	14	35085467	35122517
LRRC37A5P	9	111602831	111631289
SPACA3	17	32970376	32997877
NUPR1L	7	56114681	56116400
MS4A13	11	60515413	60542721
PLXDC1	17	39063303	39154394
RPL13AP	CHR_HSCHR6_MHC_APD_CTG1	29582609	29583126
CBARP	19	1228287	1238027
LINC01543	18	26422995	26426101
WNK1	12	752593	911452
OR4R1P	11	48486363	48486825
OR2H5P	CHR_HSCHR6_MHC_APD_CTG1	29574010	29574937
NOTCH2P1	1	119886304	119886927
PKIG	20	44531785	44624247
RPEP4	22	29608900	29609501
ZNF688	16	30569346	30572734
TMEM183AP1	CHR_HSCHR6_MHC_APD_CTG1	29577561	29577850
TRIM31	CHR_HSCHR6_MHC_COX_CTG1	30092809	30103024
RPL37AP8	11	111889199	111889474
HSPA13	21	14371115	14383484
ADCK5	8	144373101	144393242
DEFB104B	CHR_HSCHR8_3_CTG1	7462290	7467065
HMGB1P32	X	98422138	98422809
B4GALNT3	12	460364	563509
ABR	CHR_HSCHR17_3_CTG2	1003519	1116206
KIAA1462	10	30012800	30115494
OR8B8	11	124440126	124441158
ADCK4	19	40691529	40718207
OR4A47	11	48488717	48489780
BNIP3P6	14	18418775	18419273
CACNA2D4	12	1791957	1918836
GNA15	19	3136193	3163769
HCG15	CHR_HSCHR6_MHC_COX_CTG1	28982795	28984076
STK31	7	23710167	23832513
GCC1	7	127580618	127593611
FOXI3	2	88446787	88452656
TAS2R62P	7	143437034	143437973
MRPL53	2	74471958	74473322
FOXN3-AS1	14	89417354	89419793
KIR3DL3	CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1	54724450	54736092
RPSAP51	12	8742428	8743072
DSEL	18	67506582	67516980
ZNF674-AS1	X	46545493	46548408
UST	6	148747328	149076990
OR10AC1	7	143510933	143511911
DANT2	X	115917271	115969089
ADAM30	1	119893533	119896495
AKR1B1P8	X	116043483	116044418
IER3	CHR_HSCHR6_MHC_COX_CTG1	30733058	30734413
GJA6P	X	18535079	18536120
GIPC1	19	14477760	14496149
PWAR6	15	25031873	25036490
HCG16	CHR_HSCHR6_MHC_COX_CTG1	28983392	28985128
CTSS	1	150730196	150765957
OR4N4	15	22094431	22095556
CX3CL1	16	57372458	57385048
LINC01490	12	80763154	80770717
LY6G5C	CHR_HSCHR6_MHC_DBB_CTG1	31658863	31666220
FXYD1	19	35138808	35143109
OR4Q1P	15	22044864	22045399
S1PR5	19	10512742	10517931
TMEM53	1	44635238	44674555
FLOT1	CHR_HSCHR6_MHC_APD_CTG1	30791619	30794413
KBTBD13	15	65076816	65078192
OR4N3P	15	22125618	22126435
OR11K1P	15	22030931	22031834
CLIC6	21	34669389	34718227
GFER	16	1984207	1987749
FOXN3-AS2	14	89576216	89577477
OR7E33P	13	67910986	67911951
REXO1L3P	8	85654684	85658514
KDM5C	X	53191321	53225422
OR4H6P	15	22056709	22057949
REXO1L1P	8	85656442	85663497
TPM3P6	19	53479350	53480091
LANCL3	X	37571569	37684463
TAS2R60	7	143443453	143444409
LINC01492	9	103140523	103325034
TMEM11	17	21197280	21214624
KRT19P2	12	94834147	94835158
CCDC8	19	46410372	46413584
BTF3P5	2	55435156	55435622
LST1	CHR_HSCHR6_MHC_DBB_CTG1	31568266	31571053
UBAC1	9	135932969	135961380
REXO1L12P	8	85714922	85715833
HNRNPA3P10	12	51712469	51713606
INO80C	18	35452230	35497991
LINC01518	10	42674197	42691723
CYCSP30	12	87750142	87750313
OR2T5	1	248488589	248489536
SERTAD4	1	210232799	210246631
EGOT	3	4749192	4751590
RIMBP2	12	130396137	130716281
PRORY	Y	21382954	21386360
API5P1	X	116106921	116108430
LYRM5	12	25195216	25209645
DCN	12	91140484	91183123
GAGE13	X	49331616	49338952
LINC00282	13	51813347	51845175
DHRS4L1	14	24036453	24051028
ACACB	12	109116595	109268226
KIR2DL4	CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1	54803533	54814482
KHDRBS3	8	135457457	135656722
DCAF15	19	13952492	13961449
TCP11X3P	X	102173100	102185021
RPL12P15	2	121658475	121658973
SERTAD4-AS1	1	210231456	210234047
MST1R	3	49887002	49903873
GPR152	11	67451301	67452729
TMEM261P1	15	25169337	25169676
ACTR3C	7	150243916	150323725
ATOH7	10	68230624	68232103
ST13P19	1	210265636	210267241
RPSAP10	10	28436201	28437078
MORN1	1	2321253	2391707
SNRPG	2	70281362	70293771
PGBD5	1	230314482	230425729
LINC01548	21	33165470	33170236
SIGLEC31P	19	56589495	56590281
MINA	3	97941818	97972457
SYNE3	14	95407266	95475836
RPF2P2	4	115628812	115629707
TRO	X	54920462	54931431
PPP3CA	4	101023409	101348278
COX6B1P5	4	2234251	2234499
CCT8L1P	7	152445477	152447150
RPL31P57	17	64308316	64308690
RORB	9	74497365	74693177
GBP5	1	89258950	89272804
LINC01003	7	152463786	152465549
ITSN1	21	33642400	33899861
ZNF92P2	19	22128627	22130318
MIR181A1HG	1	198807493	198937429
OR2AS2P	1	248498308	248498628
HDAC1	1	32292086	32333635
CMTM2	16	66579448	66588275
UBLCP1	5	159263081	159286040
ABI1	10	26746593	26861087
STAG3L3	7	72969696	73005922
OR2G6	1	248521647	248522597
PSG5	19	43166256	43186536
SRP72P2	6	158237336	158242797
KRT39	17	40958417	40966892
KIAA0556	16	27550133	27780369
CCNJP2	1	92755794	92756956
LHFPL1	X	112630648	112680054
ETF1P2	7	151501878	151503463
DIMT1	5	62387254	62403939
PVRL1	11	119623408	119729084
ZNF440	19	11814284	11835201
METTL17	14	20989770	20997035
PABPC4	1	39560816	39576790
OR5T3	CHR_HG142_HG150_NOVEL_TEST	56252200	56253222
SSPN	12	26121991	26299290
ADCY1	7	45574140	45723116
SGCA	17	50164214	50175931
TRAJ18	14	22525650	22525715
PPP2R3B	X	333963	386955
MPND	19	4343527	4360086
KRTAP12-4	21	44654213	44654659
CAMK2D	4	113451032	113761927
GPR141	7	37683796	37833788
ZGRF1	4	112539333	112636995
FAM173B	5	10226330	10249897
EVI5	1	92508696	92792404
ZNF484	9	92845031	92878038
TIAL1	10	119571802	119597029
STAT5B	17	42199168	42276707
HMGN1P30	18	58018794	58019061
YTHDF3-AS1	8	63167725	63168442
AMMECR1	X	110194186	110440233
VSTM2A	7	54542325	54571080
PIFO	1	111346288	111353013
ZMYND10-AS1	3	50341106	50345697
SYT5	19	55171199	55180441
SLC25A29	14	100291111	100306547
RHCE	1	25362249	25430192
ZNF613	19	51879872	51948759
RIT2	18	42743227	43115691
RECQL4	8	144511288	144517845
FOXK2	17	82519713	82644662
ABHD16A	CHR_HSCHR6_MHC_SSTO_CTG1	31677699	31694178
TEX37	2	88524651	88529584
TULP4	6	158232236	158511828
CKBP1	16	46842632	46844618
SCFD1	14	30622112	30735812
OCLM	1	186400572	186401455
OLFML1	11	7485388	7511377
TRIM41	5	181222499	181235809
ZNF454	5	178941191	178966433
RSPO1	1	37611350	37634923
CDKL5	X	18425583	18653629
